Feature,Loading
A0A804JSQ2,0.4808349998268704
A0A4S8ID85;A0A4S8ID85,-0.45770601740232186
A0A4S8KCV5;A0A4S8KCV5,-0.43710112297984377
A0A4S8KI46;A0A4S8KI46;A0A804IZ24,0.42973606512170426
A0A4S8KHV3;A0A4S8KHV3,-0.4284535298006928
