Feature,Loading
3-Pentanone Area,0.4515491658275229
2-Methyl-1-butanol Area,0.44919058702051773
Isoamyl alcohol Area,0.44789043816575963
2-Nonanol Area,0.44418707200704405
2-Pentanone Area,0.44319653409534243
